PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Description of Gene	Interacting Gene	CellOntologyID
21353741	ABCG2	TFMarker	Epithelial cell	Cancer cell	Prostate	low-throughput	RT-PCR;Western blot;Flow-throughput cytometry;Immunofluorescent staining;Immunohistochemistry	17-Beta-estradiol induces neoplastic transformation in prostatic epithelial cells 	Western blot and RT-PCR analyses showed that the transformed E2-NRP-152 cells expressed increased levels of ERα and several putative prostate cancer stem cell markers (integrins α2β1, CD44, CD133, ABCG2 and CXCR4) but decreased levels of ERβ and AR. Comet assay revealed that E2-treatment also induced formation of comet cells, indicating that E2 caused DNA damage to the NRP-152 cells. 	PROM1	CL_0000066
21353741	PROM1	T Marker	Epithelial cell	Cancer cell	Prostate	low-throughput	RT-PCR;Western blot;Flow-throughput cytometry;Immunofluorescent staining;Immunohistochemistry	17-Beta-estradiol induces neoplastic transformation in prostatic epithelial cells 	Western blot and RT-PCR analyses showed that the transformed E2-NRP-152 cells expressed increased levels of ERα and several putative prostate cancer stem cell markers (integrins α2β1, CD44, CD133, ABCG2 and CXCR4) but decreased levels of ERβ and AR. Comet assay revealed that E2-treatment also induced formation of comet cells, indicating that E2 caused DNA damage to the NRP-152 cells. 	ABCG2	CL_0000066
21353741	CXCR4	TFMarker	Epithelial cell	Cancer cell	Prostate	low-throughput	RT-PCR;Western blot;Flow-throughput cytometry;Immunofluorescent staining;Immunohistochemistry	17-Beta-estradiol induces neoplastic transformation in prostatic epithelial cells 	Western blot and RT-PCR analyses showed that the transformed E2-NRP-152 cells expressed increased levels of ERα and several putative prostate cancer stem cell markers (integrins α2β1, CD44, CD133, ABCG2 and CXCR4) but decreased levels of ERβ and AR. Comet assay revealed that E2-treatment also induced formation of comet cells, indicating that E2 caused DNA damage to the NRP-152 cells. 	PROM1	CL_0000066
21355020	BRAF	TF Pmarker	Thyroid carcinoma cell	Cancer cell	Thyroid	low-throughput	Weston blot;Microscopic observation;qRT-PCR;Microscopic observation;RT-PCR	Targeting BRAFV600E with PLX4720 displays potent antimigratory and anti-invasive activity in preclinical models of human thyroid cancer	B-Raf(V600E) may play a role in the progression from papillary thyroid cancer to anaplastic thyroid cancer (ATC).		CL_0001064
21362015	MITF	TFMarker	Melanocytes cell	Cancer cell	Keratin	low-throughput	Microscopic observation;Immunohistochemistry	An immunohistochemical comparison between MiTF and MART-1 with Azure blue counterstaining in the setting of solar lentigo and melanoma in situ	Microphthalmia transcription factor (MITF) represents an alternative immunomarker that shows nuclear reactivity, which facilitates ease of interpretation.	MLANA	
21362015	MLANA	I Marker	Melanocytes cell	Cancer cell	Keratin	low-throughput	Microscopic observation;Immunohistochemistry	An immunohistochemical comparison between MiTF and MART-1 with Azure blue counterstaining in the setting of solar lentigo and melanoma in situ	There was no significant difference in the mean melanocytic count between MART-1/Azure blue and MITF as assessed in the solar lentigo group and as assessed independently in the MIS group.	MITF	
21363924	BRCA1	TF	Stem cell	Cancer cell	Breast	low-throughput	RqPCR;RT-PCR;qPCRWeston blot;Flow-throughput cytometry;Immunofluorescent staining;Microscopic observation	The DeltaNp63 proteins are key allies of BRCA1 in the prevention of basal-like breast cancer	TP63 proteins is critical for BRCA1 suppressor function and that defects in BRCA1-TP63 signaling are key events in the pathogenesis of basal-like breast cancer.	TP63	CL_0000034
21363924	TP63	T Marker	Stem cell	Cancer cell	Breast	low-throughput	RqPCR;RT-PCR;qPCRWeston blot;Flow-throughput cytometry;Immunofluorescent staining;Microscopic observation	The DeltaNp63 proteins are key allies of BRCA1 in the prevention of basal-like breast cancer	TP63 proteins is critical for BRCA1 suppressor function and that defects in BRCA1-TP63 signaling are key events in the pathogenesis of basal-like breast cancer.	BRCA1	CL_0000034
21372204	EPAS1	TF	Prostate carcinoma cell	Cancer cell	Prostate	high-throughput	Sequencing technique	Large-scale exploration of gene-gene interactions in prostate cancer using a multistage genome-wide association study	EPAS1, which has implications not only in prostate cancer but also in other epithelial cancers that are associated with the 8q24 locus.	KLK3;KLK2	CL_0001064
21372204	KLK2	T Marker	Prostate carcinoma cell	Cancer cell	Prostate	high-throughput	Sequencing technique	Large-scale exploration of gene-gene interactions in prostate cancer using a multistage genome-wide association study	Another noteworthy result involves interaction of a known prostate cancer susceptibility marker near the prostate protease genes KLK2 and KLK3 with an intronic SNP in PRXX2.	EPAS1	CL_0001064
21372204	KLK3	T Marker	Prostate carcinoma cell	Cancer cell	Prostate	high-throughput	Sequencing technique	Large-scale exploration of gene-gene interactions in prostate cancer using a multistage genome-wide association study	Another noteworthy result involves interaction of a known prostate cancer susceptibility marker near the prostate protease genes KLK2 and KLK3 with an intronic SNP in PRXX2.	EPAS1	CL_0001064
21381079	EGFR	TF Pmarker	Osteoblast cell	Cancer cell	Bone marrow	low-throughput + high-throughput	qRT-PCR;DNA-seq;Weston blot	EGFR signaling suppresses osteoblast differentiation and inhibits expression of master osteoblastic transcription factors Runx2 and Osterix	The epidermal growth factor receptor (EGFR) and its ligands regulate key processes of cell biology, such as proliferation, survival, differentiation, migration, and tumorigenesis. 	RUNX2	CL_0000062
21383077	ATOH1	TF	Tuft cell	Cancer cell	Intestine	low-throughput	Immunofluorescent staining;Immunohistochemistry;Microscopic observation	Distinct ATOH1 and Neurog3 requirements define tuft cells as a new secretory cell type in the  intestinal epithelium	The ATOH1/MATH1 transcription factor is essential for their differentiation, Neurog3, SOX9, GFI1, and SPDEF are dispensable, which distinguishes these cells from enteroendocrine, Paneth, and goblet cells, and raises from three to four the number of secretory cell types in the intestinal epithelium.	DCLK1	
21383077	NEUROG3	TF	Tuft cell	Cancer cell	Intestine	low-throughput	Immunofluorescent staining;Immunohistochemistry;Microscopic observation	Distinct ATOH1 and Neurog3 requirements define tuft cells as a new secretory cell type in the  intestinal epithelium	The ATOH1/MATH1 transcription factor is essential for their differentiation, NEUROG3, SOX9, GFI1, and SPDEF are dispensable, which distinguishes these cells from enteroendocrine, Paneth, and goblet cells, and raises from three to four the number of secretory cell types in the intestinal epithelium.	DCLK1	
21383077	DCLK1	T Marker	Tuft cell	Cancer cell	Intestine	low-throughput	Immunofluorescent staining;Immunohistochemistry;Microscopic observation	Distinct ATOH1 and Neurog3 requirements define tuft cells as a new secretory cell type in the  intestinal epithelium	The ATOH1/MATH1 transcription factor is essential for their differentiation, NEUROG3, SOX9, GFI1, and SPDEF are dispensable, which distinguishes these cells from enteroendocrine, Paneth, and goblet cells, and raises from three to four the number of secretory cell types in the intestinal epithelium.	ATOH1;NEUROG3	
21395548	TGFB1	TF Pmarker	Pancreas cell	Cancer cell	Pancreas	low-throughput	qPCR;Weston blot	The Src family kinase inhibitors PP2 and PP1 block TGF-beta1-mediated cellular responses by direct and differential inhibition of type I and type II TGF-beta receptors	Both the nonreceptor tyrosine kinase Src and the receptors for transforming growth factor (TGF)-β (TβRI, TβRII) play major roles during tumorigenesis by regulating cell growth, migration/invasion and metastasis.	TGFB2	
21395548	TGFB2	TF Pmarker	Pancreas cell	Cancer cell	Pancreas	low-throughput	qPCR;Weston blot	The Src family kinase inhibitors PP2 and PP1 block TGF-beta1-mediated cellular responses by direct and differential inhibition of type I and type II TGF-beta receptors	Both the nonreceptor tyrosine kinase Src and the receptors for transforming growth factor (TGF)-β (TβRI, TβRII) play major roles during tumorigenesis by regulating cell growth, migration/invasion and metastasis.	TGFB1	
21397355	TTF1	T Marker	Lung carcinoma cell	Cancer cell	Lung	low-throughput	qPCR;Microscopic observation;Immunohistochemistry;qRT-PCR	Pleiomorphic adenoma gene-like 2 expression is associated with the development of lung adenocarcinoma and emphysema	Co-expression of TTF-1 pro-SP-C and CD133 (astem-cell marker) in cancer and distal airway epithelial cells indicated that both cells were derived from commonprogenitors.	PLAGL2	CL_0001064
21397355	PROM1	T Marker	Lung carcinoma cell	Cancer cell	Lung	low-throughput	qPCR;Microscopic observation;Immunohistochemistry;qRT-PCR	Pleiomorphic adenoma gene-like 2 expression is associated with the development of lung adenocarcinoma and emphysema	Co-expression of TTF-1 pro-SP-C and CD133 (astem-cell marker) in cancer and distal airway epithelial cells indicated that both cells were derived from commonprogenitors.	PLAGL2	CL_0001064
21397355	PLAGL2	TFMarker	Lung carcinoma cell	Cancer cell	Lung	low-throughput	qPCR;Microscopic observation;Immunohistochemistry;qRT-PCR	Pleiomorphic adenoma gene-like 2 expression is associated with the development of lung adenocarcinoma and emphysema	Taken together, our data suggested a pathological role of PLAGL2 in lung adenocarcinoma development and a preferable prognosis of low PLAGL2 expression in female patients.	TTF1;PROM1	CL_0001064
21399615	EZH2	TFMarker	Breast carcinoma cell	Cancer cell	Breast	low-throughput + high-throughput	Immunohistochemistry;Clinical Information	EZH2 and ALDH-1 mark breast epithelium at risk for breast cancer development	Our study provides first evidence that EZH2 and epithelial and stromal ALDH-1 detection in benign breast biopsies may predict increased risk for breast cancer, with implications for breast cancer prevention.	ALDH1A1	CL_0001064
21399615	ALDH1A1	TFMarker	Breast carcinoma cell	Cancer cell	Breast	low-throughput + high-throughput	Immunohistochemistry;Clinical Information	EZH2 and ALDH-1 mark breast epithelium at risk for breast cancer development	Our study provides first evidence that EZH2 and epithelial and stromal ALDH-1 detection in benign breast biopsies may predict increased risk for breast cancer, with implications for breast cancer prevention.	EZH2	CL_0001064
21404275	ETV4	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	RT-PCR;Weston blot;Immunofluorescent staining;Immunohistochemistry	Polyomavirus enhancer activator 3 protein promotes breast cancer metastatic progression through Snail-induced epithelial-mesenchymal transition	Polyomavirus enhancer activator 3 protein (Pea3), also known as ETV4, is a member of the Ets-transcription factor family, which promotes metastatic progression in various types of solid cancer and also  may be an important prognostic marker and a therapeutic target for metastatic progression of human breast cancer.	SNAI1	CL_0000034
21404275	SNAI1	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput	RT-PCR;Weston blot;Immunofluorescent staining;Immunohistochemistry	Polyomavirus enhancer activator 3 protein promotes breast cancer metastatic progression through Snail-induced epithelial-mesenchymal transition	Pea3 overexpression promotes EMT in human breast epithelial cells through transactivation of Snail (SNAI1), an activator of EMT.	ETV4	CL_0000034
21410771	LEF1	TF	Melanocytes cell	Cancer cell	Skin	low-throughput	qPCR;Immunohistochemistry;Microscopic observation	Identification of new genes associated with melanoma	We identified a panel of novel melanomaassociated markers: frizzled-related protein, an antagonist of Wnt; tranducin-like enhancer of split 1, a transcription factor partner of TCF LEF-1.		
21410771	CNTN1	I Marker	Melanocytes cell	Cancer cell	Skin	low-throughput	qPCR;Immunohistochemistry;Microscopic observation	Identification of new genes associated with melanoma	CNTN1, a member of the immunoglobulin superfamily, is a GPI- anchored neuronal membrane protein that functions as a cell adhesion molecule and acts as a functional ligand for Notch.		
21410771	TGFB1	TF Pmarker	Melanocytes cell	Cancer cell	Skin	low-throughput	qPCR;Immunohistochemistry;Microscopic observation	Identification of new genes associated with melanoma	We identified a panel of novel melanomaassociated markers: frizzled-related protein, an antagonist of Wnt; tranducin-like enhancer of split 1, a transcription factor partner of TCF LEF-1.		
21451364	PAX8	TFMarker	Kidney carcinoma cell	Cancer cell	Kidney	low-throughput	Immunohistochemistry;Microscopic observation	Diagnostic Use of PAX8, CAIX, TTF-1, and TGB in Metastatic Renal Cell Carcinoma of the Thyroid	PAX8 is a transcription factor expressed by thyroid and renal-lineage cells	PPBP;CA9	CL_0001064
21451364	TTF1	TFMarker	Kidney carcinoma cell	Cancer cell	Kidney	low-throughput	Immunohistochemistry;Microscopic observation	Diagnostic Use of PAX8, CAIX, TTF-1, and TGB in Metastatic Renal Cell Carcinoma of the Thyroid	Transcription factors TTF-1, TGB and CAIX are markers expressed in renal cell cancer cells	PPBP;CA9	CL_0001064
21451364	PPBP	T Marker	Kidney carcinoma cell	Cancer cell	Kidney	low-throughput	Immunohistochemistry;Microscopic observation	Diagnostic Use of PAX8, CAIX, TTF-1, and TGB in Metastatic Renal Cell Carcinoma of the Thyroid	Transcription factors TTF-1, TGB and CAIX are markers expressed in renal cell cancer cells	TTF1;PAX8	CL_0001064
21451364	CA9	T Marker	Kidney carcinoma cell	Cancer cell	Kidney	low-throughput	Immunohistochemistry;Microscopic observation	Diagnostic Use of PAX8, CAIX, TTF-1, and TGB in Metastatic Renal Cell Carcinoma of the Thyroid	Transcription factors TTF-1, TGB and CAIX are markers expressed in renal cell cancer cells	TTF1;PAX8	CL_0001064
21454613	NDRG1	I Marker	Prostate carcinoma cell	Cancer cell	Prostate	low-throughput	Western blot;Immunofluorescent staining;Microscopic observation;RT-PCR;qRT-PCR;qPCR	KAI1 Gene Is Engaged in NDRG1 Gene-mediated Metastasis Suppression through the ATF3-NFKB Complex in Human Prostate Cancer	NDRG1 and KAI1 belong to metastasis suppressor genes, which impede the dissemination of tumor cells from primary tumors to distant organs.	ATF3	CL_0001064
21454613	CD82	T Marker	Prostate carcinoma cell	Cancer cell	Prostate	low-throughput	Western blot;Immunofluorescent staining;Microscopic observation;RT-PCR;qRT-PCR;qPCR	KAI1 Gene Is Engaged in NDRG1 Gene-mediated Metastasis Suppression through the ATF3-NFKB Complex in Human Prostate Cancer	NDRG1 and KAI1 belong to metastasis suppressor genes, which impede the dissemination of tumor cells from primary tumors to distant organs.	ATF3	CL_0001064
